CompanyName,WineNameVintage,StandName,Lond,product_ref,Note,,SONETTO VINTAGE 10.9.12,SUPPLIER VINTAGE,DAVENTRY VINT CHECK 14.6.12,STOCK 24.8.12,920 Stock 02/08/2012,"On Order
As at 02.08.12",,f10,Stock in Brackmills,Stock on order,FAIR VINTAGE,P9 Promotion,"P9 Was
MB Price","P9 Now
MB Price",P9 Start Date,P9 End Date,"Web Bottle Price
XX.XX.11",New Listing Y_N,On Prom Y_N,Wine By the Case EXC,STILL_ SPK,ORGANIC_ FAIR TRADE_ VEGETARIAN,PRODUCER,COUNTRY,REGION,GRAPE 1,GRAPE 2,GRAPE 3,EXCLUSIVES TO MAIN ESTATE,NORMAL TESCO IN STORE RSP (From CUBE),NORMAL TESCO IN STORE RSP (From P9 Prom),AVAILABLE INSTORE (Y/N),TWC Normal Bott Price,TWC Price / (5%) or Prom Price,TWCF Show Bot Price (15%),TWCF Show Case Price (15%),Jay Was (Hide),Jay Was Roundown,Jay Now (Hide),Jay Now Rounddown,Jay Case,Stock 07/09/2012,Stock 10/09/2012,Case Size,Number of Fairs,ROS per Fair,Total Fair ROS,% Top Up,Min Cs Stk Required,Total Stk Value Required,Stock as of Wed 02_09 AM,Var to Min Req,Karla's Comments,Brandbank EAN _ Image URL,Brandbank Image Live,Brandbank Comment,Finest,NFS 17/10/2011,Stock 7:01 17.10.11,BWS Stock 17.10.11,BWS Held 17.10.11,BWS Orders 17.10.11,,Stock 7:01 19.10.11,BWS Stock 19.10.11,BWS Held 19.10.11,BWS Orders 19.10.11,Nick Exclusive Report,NFS,,
Gonzalez Byass,Wirra Wirra Church Block McLaren Vale 2009,Gonzalez Byass,L57,71956143,,Wirra Wirra Church Block McLaren Vale,2009,2009,2009,768,,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=071956143&id=273982761,,,,,,,,,,,x,x,Tesco Wine by the case,,,Wirra Wirra,Australia,South Australia,Cabernet Sauvignon,Shiraz,Merlot,#N/A,12.5,Exclusive to Dot Com,N,£11.00 ,,£9.35 ,£56.10 ,11,11,8.25,8.25,49.5,61.5,122,6,5,,,,,,,,,,,,,,,,,,,,,,,71956143,0,,
Australian Vintage Ltd,McGuigan Classic Cabernet Sauvignon 2011,McGuigan Wines,L6,63850406,,McGuigan Classic Cabernet Sauvignon,2011,2011,2011,0,1844,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=063850406&id=264485234,,,,,,,,,,,,Y,,,,McGuigan Wines,Australia,South Eastern Australia,Cabernet Sauvignon,,,#N/A,7.99,,,£7.99 ,,£6.79 ,£40.75 ,7.99,7.99,5.9925,5.99,35.94,40.5,79,6,5,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
Australian Vintage Ltd,McGuigan Classic Pinot Grigio 2011,McGuigan Wines,L6,63850389,,McGuigan Classic Pinot Grigio,2011,2011,2011,282,941,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=063850389&id=264485211,,,,,,,,,,,,Y,,,,McGuigan Wines,Australia,South Eastern Australia,Pinot Grigio,,,#N/A,7.99,,,£7.99 ,,£6.79 ,£40.75 ,7.99,7.99,5.9925,5.99,35.94,142,283,6,5,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
Australian Vintage Ltd,McGuigan Classic Rosé 2011,McGuigan Wines,L6,72368019,,McGuigan Classic Rosé,2012,2011,2012,0,,700,http://www.tesco.com/wine/product/details/default.aspx?searchBox=072368019&id=274815141,,,,,,,,,,,Y,Y,,,,McGuigan Wines,Australia,South Eastern Australia,,,,#N/A,7.99,Exclusive to Dot Com,N,£7.99 ,,£6.79 ,£40.75 ,7.99,7.99,5.9925,5.99,35.94,350,700,6,5,,,,,,,,,,,,,,,,,,,,,,,72368019,0,,
Australian Vintage Ltd,McGuigan Classic Sémillon Blanc 2011,McGuigan Wines,L6,66220566,,McGuigan Classic Sémillon Blanc,2011,2011,2011,858,4499,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=066220566&id=266919936,,,,,,,,,,,,Y,,,,McGuigan Wines,Australia,South Eastern Australia,Semillon,,,#N/A,7.99,,,£7.99 ,,£6.79 ,£40.75 ,7.99,7.99,5.9925,5.99,35.94,70.5,141,6,5,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
Australian Vintage Ltd,McGuigan Classic Shiraz 2011,McGuigan Wines,L6,50359012,,McGuigan Classic Shiraz,2011,2011,2011,1314,267,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=050359012&id=257968388,,,,,,,,,,,,Y,,,,McGuigan Wines,Australia,South Eastern Australia,Shiraz,,,#N/A,7.99,,,£7.99 ,,£6.79 ,£40.75 ,7.99,7.99,5.9925,5.99,35.94,107.5,213,6,5,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
Australian Vintage Ltd,McGuigan Reserve Chardonnay 2011,McGuigan Wines,L6,72306848,,McGuigan Reserve Chardonnay,2011,2011,2011,0,,700,http://www.tesco.com/wine/product/details/default.aspx?searchBox=072306848&id=274685506,,,,,,,,,,,Y,Y,,,,McGuigan Wines,Australia,South Eastern Australia,Chardonnay,,,#N/A,9.99,,New line,£10.00 ,,£8.50 ,£51.00 ,10,10,7.5,7.5,45,349,698,6,5,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
Australian Vintage Ltd,Miranda Wise Men Chardonnay Sémillon 2011,Miranda,L7,71813214,,Miranda Wise Men Chardonnay Sémillon,2011,2011,2011,900,1806,130,http://www.tesco.com/wine/product/details/default.aspx?searchBox=071813214&id=273676749,,,,,71813214,8.99,6,09/03/2012,10/02/2012,,,Y,,,,Miranda Wines,Australia,South Eastern Australia,Chardonnay,Semillon,,#N/A,8.99,8.99,,£8.99 ,£6.00 ,£5.10 ,£30.60 ,8.99,8.99,4.5,4.5,27,74,142,6,5,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
Australian Vintage Ltd,Miranda Wise Men Rosé 2011,Miranda,L7,71816563,,Miranda Wise Men Rosé,2011,2011,2011,834,1025,130,http://www.tesco.com/wine/product/details/default.aspx?searchBox=071816563&id=273679268,,,,,71816563,8.99,6,09/03/2012,10/02/2012,,,Y,,,,Miranda Wines,Australia,South Eastern Australia,Shiraz,,,#N/A,8.99,8.99,,£8.99 ,£6.00 ,£5.10 ,£30.60 ,8.99,8.99,4.5,4.5,27,69.5,135,6,5,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
Australian Vintage Ltd,Miranda Wise Men Shiraz Cabernet 2011,Miranda,L7,71816678,,Miranda Wise Men Shiraz Cabernet,2011,2011,2011,0,1880,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=071816678&id=273679487,,,,,71816678,8.99,6,09/03/2012,10/02/2012,,,Y,,,,Miranda Wines,Australia,South Eastern Australia,Shiraz,Cabernet Sauvignon,,#N/A,8.99,8.99,,£8.99 ,£6.00 ,£5.10 ,£30.60 ,8.99,8.99,4.5,4.5,27,84,153,6,5,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
E&J Gallo Winery,Barefoot Merlot NV,Barefoot,L8,53974874,,Barefoot Merlot,0,0,0,636,,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=053974874&id=255417854,,,,,,,,,,,,,,,,Barefoot Cellars,USA,California,Merlot,,,#N/A,6.79,,,£6.49 ,,£5.52 ,£33.10 ,6.49,6.49,4.8675,4.86,29.16,62,115,6,5,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
E&J Gallo Winery,Barefoot Moscato NV,Barefoot,L8,67708962,,Barefoot Moscato,0,0,0,1044,,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=067708962&id=268450309,,,,,,,,,,,,,,,,Barefoot Cellars,USA,California,Moscato,,,#N/A,6.79,,,£6.79 ,,£5.77 ,£34.63 ,6.79,6.79,5.0925,5.09,30.54,86,169,6,5,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
E&J Gallo Winery,Barefoot Pinot Grigio  NV,Barefoot,L8,65500847,,Barefoot Pinot Grigio ,0,0,0,960,,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=065500847&id=266183202,,,,,,,,,,,,,,,,Barefoot Cellars,USA,California,Pinot Grigio,,,#N/A,6.79,,,£6.59 ,,£5.60 ,£33.61 ,6.59,6.59,4.9425,4.94,29.64,74.5,139,6,5,,,,,,,,,,,,,,,,,,,,,,,#N/A,1,,
E&J Gallo Winery,Barefoot Sauvignon Blanc NV,Barefoot,L8,66681601,,Barefoot Sauvignon Blanc,0,0,0,1920,,800,http://www.tesco.com/wine/product/details/default.aspx?searchBox=066681601&id=267398223,,,,,,,,,,,,,WBTC Exsclusive ,,,Barefoot Cellars,USA,California,Sauvignon Blanc,,,#N/A,6.79,Exclusive to Dot Com,N,£6.49 ,,£5.52 ,£33.10 ,6.49,6.49,4.8675,4.86,29.16,156.5,313,6,5,,,,,,,,,,,,,,,,,,,,,,,66681601,0,,
E&J Gallo Winery,Barefoot Shiraz NV,Barefoot,L8,67960108,,Barefoot Shiraz,0,0,0,288,,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=067960108&id=268708087,,,,,,,,,,,,,,,,Barefoot Cellars,USA,California,Shiraz,,,#N/A,6.79,,,£6.59 ,,£5.60 ,£33.61 ,6.59,6.59,4.9425,4.94,29.64,74.5,145,6,5,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
E&J Gallo Winery,Barefoot White Zinfandel NV,Barefoot,L8,65500507,,Barefoot White Zinfandel,0,0,0,1128,,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=065500507&id=266182854,,,,,,,,,,,,,,,,Barefoot Cellars,USA,California,Zinfandel,,,#N/A,6.79,,,£6.49 ,,£5.52 ,£33.10 ,6.49,6.49,4.8675,4.86,29.16,97,186,6,5,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
Delegat's Wine Estate UK Ltd,Oyster Bay Hawkes Bay Merlot 2011,Oyster Bay Wines,L9,60386766,,Oyster Bay Hawkes Bay Merlot,2011,2011,2011,822,4769,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=060386766&id=261618256,,,,,60386766,9.99,7,09/03/2012,10/02/2012,,,Y,,,,Delegat's Wine Estate,New Zealand,Hawke's Bay,Merlot,,,#N/A,,9.79,,£9.99 ,£7.00 ,£5.95 ,£35.70 ,9.99,9.99,5.25,5.25,31.5,823.5,1598,6,5,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
Delegat's Wine Estate UK Ltd,Oyster Bay Marlborough Chardonnay 2011,Oyster Bay Wines,L9,65941486,,Oyster Bay Marlborough Chardonnay,2011,2011,2011,780,3872,140,http://www.tesco.com/wine/product/details/default.aspx?searchBox=065941486&id=266636059,,,,,65941486,9.99,7,09/03/2012,10/02/2012,,,Y,,,,Delegat's Wine Estate,New Zealand,Marlborough,Chardonnay,,,#N/A,,9.79,,£9.99 ,£7.00 ,£5.95 ,£35.70 ,9.99,9.99,5.25,5.25,31.5,444.5,853,6,5,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
Delegat's Wine Estate UK Ltd,Oyster Bay Marlborough Pinot Noir 2011,Oyster Bay Wines,L9,63104818,,Oyster Bay Marlborough Pinot Noir ,2011,2011,2011,1002,4747,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=063104818&id=259578506,,,,,63104818,10.99,7,09/03/2012,10/02/2012,,,,,,,Delegat's Wine Estate,New Zealand,Marlborough,Pinot Noir,,,#N/A,,9.79,,£9.99 ,£7.00 ,£5.95 ,£35.70 ,10.99,10.99,5.25,5.25,31.5,115.5,160,6,5,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
Delegat's Wine Estate UK Ltd,Oyster Bay Marlborough Sauvignon Blanc 2012,Oyster Bay Wines,L9,58927203,,Oyster Bay Marlborough Sauvignon Blanc,2011,2011,2012,5904,3387,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=058927203&id=260222846,,,,,58927203,8.99,7,09/03/2012,10/02/2012,,,,,,,Delegat's Wine Estate,New Zealand,Marlborough,Sauvignon Blanc,,,#N/A,,9.79,,£9.99 ,£7.00 ,£5.95 ,£35.70 ,8.99,8.99,5.25,5.25,31.5,1245.5,1756,6,5,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
Delegat's Wine Estate UK Ltd,Oyster Bay Sparkling Cuvée Brut NV,Oyster Bay Wines,L9,70581627,,Oyster Bay Sparkling Cuvée Brut,0,0,0,660,,550,http://www.tesco.com/wine/product/details/default.aspx?searchBox=070581627&id=271154299,,,,,,,,,,,,,,,,Delegat's Wine Estate,New Zealand,Hawke's Bay,Chardonnay,,,#N/A,,,N,£13.00 ,£10.00 ,£8.50 ,£51.00 ,13,13,9.75,9.75,58.5,55,108,6,5,,,,,,,,,,,,,,,,,,,,,,,70581627,1,,
Origin Wine Ltd,Greenfields Organic Shiraz Cabernet 2010,Fairhills Fairtrade,,68015737,,Greenfields Organic Shiraz Cabernet,2010,,2010,1026,,,http://www.tesco.com/wine/product/details/default.aspx?searchBox=068015737&id=268764923,,,,,,,,,,,,,,,,Home Of Origin Wine,South Africa,Stellenbosch,Cabernet Sauvignon,Shiraz,Syrah,,,,,£8.99 ,£5.99 ,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Les Grands Chais de France,Calvet Costieres De Nimes Red 2011,JP Chenet & Calvet,,67934371,,Calvet Costieres De Nimes Red,2011,,2011,1674,,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=067934371&id=268681767,,,,,,,,,,,,,,,,LGCF,France,Langudeoc-Roussillon,Mourvédre,Syrah,,#N/A,8.99,,,£8.99 ,,£6.74 ,£40.44 ,8.99,8.99,6.7425,6.74,40.44,127.5,254,6,3,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
Les Grands Chais de France,Calvet Roc St Gilles Montagne St Emilion 2011,JP Chenet & Calvet,,71332023,,Calvet Roc St Gilles Montagne St Emilion,2011,,2011,942,708,0,NFS,,,,,,,,,,,,,,,,LGCF,France,Bordeaux,Merlot,Cabernet Sauvignon,Cabernet Franc,#N/A,12.99,,,£12.99 ,,£9.74 ,£58.44 ,12.99,12.99,9.7425,9.74,58.44,78,156,6,3,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
Les Grands Chais de France,Calvet Rosé D'Anjou 2011,JP Chenet & Calvet,,66234377,,Calvet Rosé D'Anjou,2011,,2011,1218,2055,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=066234377&id=266933905,,,,,66234377,7.99,5,09/03/2012,10/02/2012,,,,,,,LGCF,France,Loire,Gamay,Grolleau,,#N/A,7.99,,,£7.99 ,£5.00 ,£3.75 ,£22.50 ,7.99,7.99,3.75,3.75,22.5,141,254,6,3,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,j
Les Grands Chais de France,Calvet Touraine Sauvignon Blanc 2011,JP Chenet & Calvet,,65972558,,Calvet Touraine Sauvignon Blanc,2011,,2011,468,2149,100,http://www.tesco.com/wine/product/details/default.aspx?searchBox=065972558&id=266667356,,,,,65972558,7.99,5,09/03/2012,10/02/2012,,,,,,,LGCF,France,Loire,Sauvignon Blanc,,,#N/A,7.99,,,£7.99 ,£5.00 ,£3.75 ,£22.50 ,7.99,7.99,3.75,3.75,22.5,78.5,101,6,3,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,j
Les Grands Chais de France,JP Chenet Colombard-Chardonnay Light  2011,JP Chenet & Calvet,,71302883,,JP Chenet Colombard-Chardonnay Light ,2011,,2011,1314,159,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=071302883&id=272666262,,,,,,,,,,,,,,,,LGCF,France,,Colombard,Chardonnay,,#N/A,4.99,,,£4.99 ,,£3.74 ,£22.44 ,4.99,4.99,3.7425,3.74,22.44,108.5,217,6,3,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
Les Grands Chais de France,JP Chenet Merlot Light 2011,JP Chenet & Calvet,,71303006,,JP Chenet Merlot Light,2011,,2011,474,1539,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=071303006&id=272666567,,,,,,,,,,,,,,,,LGCF,France,,Merlot,,,#N/A,4.99,,,£4.99 ,,£3.74 ,£22.44 ,4.99,4.99,3.7425,3.74,22.44,37.5,74,6,3,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
Australian Vintage Ltd,McGuigan Classic Chardonnay 2010/2011,McGuigan Wines,,50358802,,McGuigan Classic Chardonnay,2010,2011,20102011,2034,1875,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=050358802&id=257968198,,,,,,,,,,,Y - back up for new listings,Y,,,,McGuigan Wines,Australia,South Eastern Australia,Chardonnay,,,#N/A,7.99,,,£7.99 ,,£6.79 ,£40.75 ,7.99,7.99,5.9925,5.99,35.94,168.5,337,6,5,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
Wines of Portugal,,Wines of Portugal,,60976850,,Tagus Creek Chardonnay-Fernão Pires,2010,2011,2010,330,853,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=060976850&id=262222872,,,,,,,,,,,,,,,,,,,,,,,,,,£4.50 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
Wines of Portugal,,Wines of Portugal,,60976412,,Tagus Creek Shiraz-Trincadeira,2010,2011,2010,468,1292,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=060976412&id=262222371,,,,,,,,,,,,,,,,,,,,,,,,,,£4.50 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
Wines of Portugal,,Wines of Portugal,,67207869,,Tesco Finest*  Douro ,2010,2010,2010,1500,5188,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=067207869&id=267936136,,,,,67207869,7.49,5,09/03/2012,10/02/2012,,,,,,,,,,,,,,,,,£7.11 ,£5.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
Wines of Portugal,,Wines of Portugal,,58558501,,Tesco Finest*  Touriga Nacional,2010,2011,2010,648,4510,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=058558501&id=257235795,,,,,,,,,,,,,,,,,,,,,,,,,,£7.99 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
Wines of Portugal,,Wines of Portugal,,67153730,,Tesco Finest* Touriga Nacional Rosé,2010,2011,2010,2460,4219,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=067153730&id=267799388,,,,,,,,,,,,,,,,,,,,,,,,,,£6.99 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
Wines of Portugal,,Wines of Portugal,,67202857,,Tesco Finest* Vinho Verde,2010,2011,2010,1872,6994,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=067202857&id=267931111,,,,,67202857,7.29,5,09/03/2012,10/02/2012,,,,,,,,,,,,,,,,,£6.92 ,£5.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
Wines of Portugal,,Wines of Portugal,,60976850,,Tagus Creek Chardonnay-Fernão Pires,2010,2011,2010,330,853,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=060976850&id=262222872,,,,,,,,,,,,,,,,,,,,,,,,,,£4.50 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
Wines of Portugal,,Wines of Portugal,,60976412,,Tagus Creek Shiraz-Trincadeira,2010,2011,2010,468,1292,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=060976412&id=262222371,,,,,,,,,,,,,,,,,,,,,,,,,,£4.50 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
Wines of Portugal,,Wines of Portugal,,67207869,,Tesco Finest*  Douro ,2010,2010,2010,1500,5188,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=067207869&id=267936136,,,,,67207869,7.49,5,09/03/2012,10/02/2012,,,,,,,,,,,,,,,,,£7.11 ,£5.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
Wines of Portugal,,Wines of Portugal,,58558501,,Tesco Finest*  Touriga Nacional,2010,2011,2010,648,4510,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=058558501&id=257235795,,,,,,,,,,,,,,,,,,,,,,,,,,£7.99 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
Wines of Portugal,,Wines of Portugal,,67153730,,Tesco Finest* Touriga Nacional Rosé,2010,2011,2010,2460,4219,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=067153730&id=267799388,,,,,,,,,,,,,,,,,,,,,,,,,,£6.99 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
Wines of Portugal,,Wines of Portugal,,67202857,,Tesco Finest* Vinho Verde,2010,2011,2010,1872,6994,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=067202857&id=267931111,,,,,67202857,7.29,5,09/03/2012,10/02/2012,,,,,,,,,,,,,,,,,£6.92 ,£5.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
