CompanyName,WineNameVintage,StandName,Lond,product_ref,Note,,SONETTO VINTAGE 10.9.12,SUPPLIER VINTAGE,DAVENTRY VINT CHECK 14.6.12,STOCK 24.8.12,920 Stock 02/08/2012,"On Order
As at 02.08.12",,f10,Stock in Brackmills,Stock on order,FAIR VINTAGE,P9 Promotion,"P9 Was
MB Price","P9 Now
MB Price",P9 Start Date,P9 End Date,"Web Bottle Price
XX.XX.11",New Listing Y_N,On Prom Y_N,Wine By the Case EXC,STILL_ SPK,ORGANIC_ FAIR TRADE_ VEGETARIAN,PRODUCER,COUNTRY,REGION,GRAPE 1,GRAPE 2,GRAPE 3,EXCLUSIVES TO MAIN ESTATE,NORMAL TESCO IN STORE RSP (From CUBE),NORMAL TESCO IN STORE RSP (From P9 Prom),AVAILABLE INSTORE (Y/N),TWC Normal Bott Price,TWC Price / (5%) or Prom Price,TWCF Show Bot Price (15%),TWCF Show Case Price (15%),Jay Was (Hide),Jay Was Roundown,Jay Now (Hide),Jay Now Rounddown,Jay Case,Stock 07/09/2012,Stock 10/09/2012,Case Size,Number of Fairs,ROS per Fair,Total Fair ROS,% Top Up,Min Cs Stk Required,Total Stk Value Required,Stock as of Wed 02_09 AM,Var to Min Req,Karla's Comments,Brandbank EAN _ Image URL,Brandbank Image Live,Brandbank Comment,Finest,NFS 17/10/2011,Stock 7:01 17.10.11,BWS Stock 17.10.11,BWS Held 17.10.11,BWS Orders 17.10.11,,Stock 7:01 19.10.11,BWS Stock 19.10.11,BWS Held 19.10.11,BWS Orders 19.10.11,Nick Exclusive Report,NFS,,
Les Grands Chais de France,J.P. Chenet Chardonnay 2009,JP Chenet,L23,50431928,,J.P. Chenet Chardonnay,2009,,2009,846,6311,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=050431928&id=258089741,,,,,,,,,,,,,,,,LGCF,France,,Chardonnay,,,#N/A,5.99,,,£4.00 ,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
Les Grands Chais de France,J.P. Chenet Merlot Vin de Pays 2011,JP Chenet,L23,58663917,,J.P. Chenet Merlot Vin de Pays,2011,,2011,648,,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=058663917&id=257439387,,,,,,,,,,,,,,,,LGCF,France,,Merlot,,,#N/A,5.99,,,£5.99 ,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
Les Grands Chais de France,J.P. Chenet Sauvignon Blanc 2011,JP Chenet,L23,58663952,,J.P. Chenet Sauvignon Blanc,2011,,2011,948,531,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=058663952&id=257439479,,,,,,,,,,,,,,,,LGCF,France,,Sauvignon,,,#N/A,5.99,,,£5.99 ,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
Les Grands Chais de France,J.P. Chenet Shiraz 2010,JP Chenet,L23,50432138,,J.P. Chenet Shiraz,2010,,2010,906,743,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=050432138&id=258090018,,,,,,,,,,,,,,,,LGCF,France,,Shiraz,,,#N/A,5.99,,,£5.99 ,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
Dedicated Wines Ltd,Les Dauphins Châteauneuf-du-Pape 2010,Finest* France,L24,71214117,,Les Dauphins Châteauneuf-du-Pape,2010,2010,2010,1050,722,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=071214117&id=272489581,,,,,,,,,,,,,,,,Cellier des Dauphins,France,Rhone,Grenache,Syrah,,#N/A,16.99,,,£16.99 ,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
Dedicated Wines Ltd,Simply Malbec 2011,Finest* France,L24,71274270,,Simply Malbec,2011,2011,2011,354,1272,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=071274270&id=272614404,,,,,,,,,,,,,,,,Vindivin,France,South West,Malbec,,,#N/A,4.99,,,£4.99 ,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
Dedicated Wines Ltd,Tesco Finest* Côtes Catalanes Carignan 2011,Finest* France,L24,67934964,,Tesco Finest* Côtes Catalanes Carignan,2011,2011,2011,1014,637,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=067934964&id=268682403,,,,,,,,,,,,,,,,Vindivin,France,South of France,Carignan,,,#N/A,6.99,,,£6.99 ,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
Dedicated Wines Ltd,Tesco Finest* Côtes Catalanes Grenache 2010/11,Finest* France,L24,66276822,,Tesco Finest* Côtes Catalanes Grenache,2010,2011,201011,450,1791,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=066276822&id=266977951,,,,,,,,,,,,,,,,Vindivin,France,South of France,Grenache,,,#N/A,7.79,,,£6.99 ,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
Dedicated Wines Ltd,Tesco Finest* Côtes de Gascogne 2011,Finest* France,L24,66257592,,Tesco Finest* Côtes de Gascogne,2011,2011,2011,2916,1446,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=066257592&id=266958006,,,,,66257592,7.29,5,09/03/2012,10/02/2012,,,,,,,Grandissime,France,South West,Gros Manseng,Sauvignon Blanc,,#N/A,7.29,7.29,,£6.92 ,£5.00 ,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
Dedicated Wines Ltd,Tesco Finest* Côtes du Rhone Villages 2011,Finest* France,L24,70627765,,Tesco Finest*  Côtes du Rhone Villages,2011,2011,2011,1200,6664,140,http://www.tesco.com/wine/product/details/default.aspx?searchBox=070627765&id=271254394,,,,,70627765,6.99,6.99,Meal Deal P9: 8th August to 21st August,,,,,,,,Cellier des Dauphins,France,Rhone,Grenache,Syrah,,#N/A,6.99,6.99,,£6.99 ,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
Bottle Green Ltd,Baron De Ley Varietales Graciano 2009,Bottle Green Ltd,L25,67934958,,Baron De Ley Varietales Graciano,2009,2009,2009,444,542,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=067934958&id=268682392,,,,,,,,,,,,,,,,Baron de Ley,Spain,Rioja,Graciano,,,#N/A,9.99,,,£9.99 ,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
Bottle Green Ltd,Blue Nun Rivaner Riesling 2011,Bottle Green Ltd,L25,52912414,,Blue Nun Rivaner Riesling,2011,2011,2011,966,1134,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=052912414&id=260548910,,,,,52912414,4.99,4.49,09/03/2012,10/02/2012,,,,,,,Langguth,Germany,Rheinhessen,Rivaner,Riesling,,#N/A,4.99,,,£4.99 ,£4.49 ,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
Bottle Green Ltd,Croix Milhas Rivesaltes Ambré 37.5cl (Half Bottle) NV,Bottle Green Ltd,L25,63117757,,Croix Milhas Rivesaltes Ambré 37.5cl (Half Bottle),0,,0,1410,4527,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=063117757&id=259596939,,,,,,,,,,,,,,,,GMDF,France,Languedoc-Roussillon,Grenache,Muscat,Macabeo,#N/A,8.99,,,£6.99 ,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
Bottle Green Ltd,Tesco Finest* Old Vine Selection Garnacha 2010/2011,Bottle Green Ltd,L25,65548192,,Tesco Finest* Old Vine Selection Garnacha,2010,2011,20102011,3864,1739,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=065548192&id=266231941,,,,,65548192,7.99,5,09/03/2012,10/02/2012,,,,,,,Bodegas Aragonesas,Spain,Arag—n,Garnacha,,,#N/A,7.79,8.99,,£7.99 ,£5.00 ,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
Bottle Green Ltd,Tesco Finest* Viña Mara Rioja Gran Reserva 2004,Bottle Green Ltd,L25,53451018,,Tesco Finest* Viña Mara Rioja Gran Reserva,2004,2004,2004,552,5757,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=053451018&id=256150055,,,,,,,,,,,,,,,,Bar—n de Ley,Spain,Rioja,Tempranillo,,,#N/A,13.99,,,£13.79 ,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
Bottle Green Ltd,Tesco Finest* Vina Mara Rioja Reserva  2007,Bottle Green Ltd,L25,60552234,,Tesco Finest* Vina Mara Rioja Reserva ,2007,2007,2007,1878,10419,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=060552234&id=261787141,,,,,60552234,9.49,8,09/03/2012,10/02/2012,,,,,,,Bar—n de Ley,Spain,Rioja,Tempranillo,,,#N/A,9.49,9.49,,£9.49 ,£8.00 ,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
Les Grands Chais de France,Calvet Costieres De Nimes White 2011,Calvet,L27,67934326,,Calvet Costieres De Nimes White,2011,,2011,1650,,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=067934326&id=268681709,,,,,,,,,,,,,,,,LGCF,France,Rhone,,,,#N/A,8.99,,,£8.99 ,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
Les Grands Chais de France,Château Les Gauries 2009,Calvet,L27,70800974,,Chateau Les Gauries,2009,,2009,858,3249,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=070800974&id=271615676,,,,,70800974,11.99,5.99,09/03/2012,10/02/2012,,,,,,,LGCF,France,Bordeaux,,,,#N/A,12.99,,,£11.99 ,£5.99 ,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
Bibendum Wine Limited,Artesano de Argento Malbec  2011,Bibendum Wines,L28,53485934,,Artesano de Argento Malbec ,2011,2011,2011,510,735,112,http://www.tesco.com/wine/product/details/default.aspx?searchBox=053485934&id=255564667,,,,,,,,,,,,,,,,Argento Wine Company,Argentina,Mendoza,Malbec,,,#N/A,7.79,,,£6.99 ,,£5.94 ,£35.65 ,6.99,6.99,5.2425,5.24,31.44,36.5,72,6,5,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
Bibendum Wine Limited,Artesano de Argento Pinot Grigio 2011,Bibendum Wines,L28,53486017,,Artesano de Argento Pinot Grigio,2011,2011,2011,690,4361,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=053486017&id=255595889,,,,,,,,,,,,,,,,Argento Wine Company,Argentina,Mendoza,Pinot Grigio,,,#N/A,7.79,,,£7.79 ,,£6.62 ,£39.73 ,7.79,7.79,5.8425,5.84,35.04,55.5,110,6,5,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
Bibendum Wine Limited,Castillo San Lorenzo Rioja Gran Reserva 2005,Bibendum Wines,L28,50572790,,Castillo San Lorenzo Rioja Gran Reserva,2005,2005,2005,528,1126,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=050572790&id=258251946,,,,,,,,,,,,,,,,Criadores,Spain,Rioja,Tempranillo,Graciano,,#N/A,15.49,,,£15.49 ,,£13.17 ,£79.00 ,15.49,15.49,11.6175,11.61,69.66,43.5,84,6,5,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
Bibendum Wine Limited,La Piazza Nero d'Avola Sangiovese 2011,Bibendum Wines,L28,71355318,,La Piazza Nero d'Avola Sangiovese,2011,2011,2011,534,5457,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=071355318&id=272794910,,,,,,,,,,,,,,,,Calatrassi,Italy,Sicily,Nero d'Avola,Sangiovese,,#N/A,7.99,,,£7.99 ,,£6.79 ,£40.75 ,7.99,7.99,5.9925,5.99,35.94,43,86,6,5,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
Bibendum Wine Limited,Tesco Finest* Bisol Prosecco di Valdobbiadene NV,Bibendum Wines,L28,61062294,,Tesco Finest* Bisol Prosecco di Valdobbiadene,0,,0,918,4947,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=061062294&id=262309747,,,,,61062294,9.99,8,09/03/2012,10/02/2012,,,,,,,Bisol,Italy,Veneto,Prosecco,,,#N/A,9.99,9.99,,£9.49 ,£7.59 ,£6.45 ,£38.71 ,9.49,9.49,5.6925,5.69,34.14,121.5,567,6,5,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
Bibendum Wine Limited,Wither Hills Sauvignon Blanc 2011,Bibendum Wines,L28,61188786,,Wither Hills Sauvignon Blanc,2011,2011,2011,438,414,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=061188786&id=262439339,,,,,,,,,,,,,,,,Wither Hills,New Zealand,Marlborough,Sauvignon Blanc,,,#N/A,9.99,,,£9.99 ,,£8.49 ,£50.95 ,9.99,9.99,7.4925,7.49,44.94,103.5,201,6,5,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
CyT UK Ltd,Casillero del Diablo Cabernet Sauvignon 2011,Concha y Toro,L29,57075060,,Casillero del Diablo Cabernet Sauvignon,2011,2011,2011,312,,,http://www.tesco.com/wine/product/details/default.aspx?searchBox=057075060&id=254192146,,,,,,,,,,,,,,,,Concha y Toro,Chile,Central Valley,Cabernet Sauvignon,,,#N/A,7.99,,,£6.99 ,,£5.94 ,£35.65 ,6.99,6.99,5.2425,5.24,31.44,6,28,6,5,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
CyT UK Ltd,Casillero del Diablo Carmenère 2010/2011,Concha y Toro,L29,58409264,,Casillero del Diablo Carmenere,2010,2011,20102011,2670,,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=058409264&id=256999306,,,,,,,,,,,,Y,WBTC,,,Concha y Toro,Chile,Rapel,Carmenère,,,#N/A,7.99,,,£7.99 ,,£6.79 ,£40.75 ,7.99,7.99,5.9925,5.99,35.94,221.5,442,6,5,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
CyT UK Ltd,Casillero del Diablo Reserva Sauvignon Blanc 2011,Concha y Toro,L29,59196838,,Casillero del Diablo Reserva Sauvignon Blanc,2011,2011,2011,150,2248,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=059196838&id=260501086,,,,,59196838,7.29,5,09/03/2012,10/02/2012,,,,,,,Concha y Toro,Chile,Casablanca,Sauvignon Blanc,,,#N/A,,,,£6.92 ,£5.00 ,£4.25 ,£25.50 ,6.92,6.92,3.75,3.75,22.5,224.5,353,6,5,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
CyT UK Ltd,Marques de Casa Concha Chardonnay 2009,Concha y Toro,L29,66491336,,Marques de Casa Concha Chardonnay,2009,2010,2009,1158,,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=066491336&id=267199316,,,,,,,,,,,,,,,,Concha y Toro,Chile,Limari,Chardonnay,,,#N/A,10.99,Exclusive to Dot Com,N,£10.44 ,,£8.87 ,£53.24 ,10.44,10.44,7.83,7.83,46.98,96.5,191,6,5,,,,,,,,,,,,,,,,,,,,,,,66491336,0,,
CyT UK Ltd,Marques de Casa Concha Merlot 2009,Concha y Toro,L29,70615192,,Marques de Casa Concha Merlot,2009,2009,2009,432,,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=070615192&id=271232593,,,,,,,,,,,,,,,,Concha y Toro,Chile,Rapel,Merlot,,,#N/A,11.99,Exclusive to Dot Com,N,£11.39 ,,£9.68 ,£58.09 ,11.39,11.39,8.5425,8.54,51.24,92.5,184,6,5,,,,,,,,,,,,,,,,,,,,,,,70615192,0,,
CyT UK Ltd,Marques de Casa Concha Syrah 2008,Concha y Toro,L29,71264875,,Marques de Casa Concha Syrah,2008,2009,2008,1032,,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=071264875&id=272593883,,,,,,,,,,,,,,,,Concha y Toro,Chile,Maipo,Syrah,,,#N/A,11.99,Exclusive to Dot Com,N,£11.99 ,,£10.19 ,£61.15 ,11.99,11.99,8.9925,8.99,53.94,86,172,6,5,,,,,,,,,,,,,,,,,,,,,,,70615249,1,,
Tesco Wine by the case,Aguila Coleccion Tempranillo 2010,Tesco Wine by the case,L3,71553654,,Aguila Coleccion Tempranillo,2010,,2010,30774,,4080,http://www.tesco.com/wine/product/details/default.aspx?searchBox=071553654&id=273169031,,,,,,,,,,,,,,,,Bodegas Virgen del Aguila,Spain,Cariñena,Tempranillo,,,,,Exclusive to Dot Com,N,£9.00 ,£4.50 ,£3.83 ,£22.95 ,9,9,4.5,4.5,27,2210.5,4348,6,,,,,,,,,,,,,,,,,,,,,,,,71553654,0,,j
Tesco Wine by the case,Chanoine Frères Vintage Champagne 2006,Tesco Wine by the case,L3,50469170,,Chanoine Frères Vintage Champagne,2006,,2006,3996,15081,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=050469170&id=258134279,,,,,,,,,,,,,,,,Champagne Chanoine Frères,France,Champagne,Chardonnay,Pinot Noir,,,,Exclusive to Dot Com,N,£36.00 ,£18.00 ,£15.30 ,£91.80 ,36,36,18,18,108,207,386,6,,,,,,,,,,,,,,,,,,,,,,,,50469170,0,,j
Tesco Wine by the case,Swingbridge Chardonnay 2010,Tesco Wine by the case,L3,70594612,,Swingbridge Chardonnay,2010,,2010,7308,,980,http://www.tesco.com/wine/product/details/default.aspx?searchBox=070594612&id=271199735,,,,,,,,,,,,,,,,PLB Wines Ltd,Australia,Western Australia,Chardonnay,,,,,Exclusive to Dot Com,N,£12.00 ,£6.00 ,£5.10 ,£30.60 ,12,12,6,6,36,189,342,6,,,,,,,,,,,,,,,,,,,,,,,,70594612,0,,j
Tesco Wine by the case,Las Cometas Chilean Reserva S. Blanc 2011,Tesco Wine by the case,L3,71555295,,Las Cometas Chilean Reserva S.Blanc,2011,,2011,11874,1120,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=071555295&id=273198353,,,,,,,,,,,,,,,,Las Pitras,Chile,Central Valley,Sauvignon Blanc,,,,,Exclusive to Dot Com,N,£11.00 ,£5.50 ,£4.68 ,£28.05 ,11,11,5.5,5.5,33,680.5,1333,6,,,,,,,,,,,,,,,,,,,,,,,,71555295,0,,j
Tesco Wine by the case,Baron de Ley 7 Vinas Rioja Reserva 2005,Tesco Wine by the case,L3,61123741,,Baron de Ley 7 Vinas Rioja Reserva,2005,,2005,750,335,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=061123741&id=262372624,,,,,,,,,,,,,,,,Baron de Ley,Spain,Rioja,Tempranillo,,,,,Exclusive to Dot Com,N,£16.90 ,,£14.37 ,£86.19 ,16.9,16.9,12.675,12.67,76.02,53.5,106,6,,,,,,,,,,,,,,,,,,,,,,,,61123741,0,,
CyT UK Ltd,Bonterra Chardonnay 2010,Concha y Toro,L30,72145502,,Bonterra Chardonnay,2010,2010,2010,672,,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=072145502&id=274360384,,,,,,,,,,,Yes,,WBTC,,,Bonterra,USA,California,Chardonnay,,,#N/A,0,Exclusive to Dot Com,N,£11.00 ,,£9.35 ,£56.10 ,11,11,8.25,8.25,49.5,55,110,6,5,,,,,,,,,,,,,,,,,,,,,,,72145502,0,,
CyT UK Ltd,Bonterra Zinfandel 2009,Concha y Toro,L30,50148008,,Bonterra Zinfandel,2009,2009,2009,660,,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=050148008&id=257985528,,,,,4,,,,,,Yes,,WBTC,,,Bonterra,USA,California,Zinfandel,,,#N/A,0,,N,£11.00 ,,£9.35 ,£56.10 ,11,11,8.25,8.25,49.5,54.5,107,6,5,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
CyT UK Ltd,Cono Sur Pinot Noir 2011,Concha y Toro,L30,52601460,,Cono Sur Pinot Noir,2011,2011,2011,1086,2339,110,http://www.tesco.com/wine/product/details/default.aspx?searchBox=052601460&id=251886407,,,,,,,,,,,,Y,,,,Cono Sur,Chile,Central Valley,Pinot Noir,,,#N/A,7.49,,,£6.98 ,,£5.93 ,£35.60 ,6.98,6.98,5.235,5.23,31.38,85.5,169,6,5,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
CyT UK Ltd,CYT Otorio Late Harvest Sauv Blanc 37.5cl 2007,Concha y Toro,L30,65549202,,CYT Otorio Late Harvest Sauv Blanc 37.5cl,2007,2008,2007,1920,575,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=065549202&id=266232976,,,,,65549202,6.99,5,NOT USED,,,,Y,,,,Concha y Toro,Chile,Maule,Sauvignon Blanc,,,#N/A,5.99,6.99,,£6.99 ,,£5.94 ,£71.30 ,6.99,6.99,5.2425,5.24,62.88,158,314,12,5,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
CyT UK Ltd,Trivento Golden Reserve Malbec 2009,Concha y Toro,L30,64762492,,Trivento Golden Reserve Malbec,2009,2009,2009,390,,70,http://www.tesco.com/wine/product/details/default.aspx?searchBox=064762492&id=265425506,,,,,,,,,,,,,WBTC,,,Trivento,Argentina,Mendoza,Malbec,,,#N/A,12.99,Exclusive to Dot Com,N,£10.99 ,,£9.34 ,£56.05 ,10.99,10.99,8.2425,8.24,49.44,31,49,6,5,,,,,,,,,,,,,,,,,,,,,,,64762492,0,,
CyT UK Ltd,Trivento Reserve Malbec 2011,Concha y Toro,L30,70636662,,Trivento Reserve Malbec,2011,2011,2011,168,,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=070636662&id=271280016,,,,,,,,,,,,,WBTC,,,Trivento,Argentina,Mendoza,Malbec,,,#N/A,8.99,Exclusive to Dot Com,N,£9.00 ,,£7.65 ,£45.90 ,9,9,6.75,6.75,40.5,11.5,22,6,5,,,,,,,,,,,,,,,,,,,,,,,70636662,0,,
Grupo Codorníu,Viña Ederra Reserva 2006,Viña Pomal,L31,72388865,,Viña Ederra Reserva,2006,2006,2006,12,,500,http://www.tesco.com/wine/product/details/default.aspx?searchBox=072388865&id=274840945,,,,,,,,,,,,,Online,,,Viña Pomal,Spain,D.O.C. Rioja,Tempranillo,,,#N/A,10,Exclusive to Dot Com,N,£10.00 ,£8.00 ,£6.80 ,£40.80 ,10,10,7.5,7.5,45,1,12,6,,,,,,,,,,,,,,,,,,,,,,,,72388865,0,,
Grupo Codorníu,Viña Pomal Centenario Crianza 2009,Viña Pomal,L31,72388934,,Viña Pomal Centenario Crianza,2009,2009,2009,0,,500,http://www.tesco.com/wine/product/details/default.aspx?searchBox=072388934&id=274841126,,,,,,,,,,,,,Online,,,Viña Pomal,Spain,D.O.C. Rioja,Tempranillo,,,#N/A,10,Exclusive to Dot Com,N,£9.00 ,£8.00 ,£6.80 ,£40.80 ,9,9,6.75,6.75,40.5,0,9,6,,,,,,,,,,,,,,,,,,,,,,,,72388934,0,,
Grupo Codorníu,Viña Pomal Centenario Reserva 2007,Viña Pomal,L31,72388974,,Viña Pomal Centenario Reserva,2007,2007,2007,24,,456,http://www.tesco.com/wine/product/details/default.aspx?searchBox=072388974&id=274841184,,,,,,,,,,,,,Online,,,Viña Pomal,Spain,D.O.C. Rioja,Tempranillo,,,#N/A,13,Exclusive to Dot Com,N,£12.00 ,£10.00 ,£8.50 ,£51.00 ,12,12,9,9,54,2,7,6,,,,,,,,,,,,,,,,,,,,,,,,72388974,0,,
Grupo Codorníu,Legaris Verdejo 2011,Viña Pomal,L31,72618364,Dotcom to setup,Legaris Verdejo,2011,2011,2011,12,,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=072618364&id=275304254,,,,,,,,,,,N/A,,N/A,,,Legaris,Spain,D.O. Ribera del Duero,Verdejo,,,,,,N,£8.00 ,£6.50 ,£5.53 ,£33.15 ,8,8,6,6,36,1,7,6,,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
Grupo Codorníu,Eight Point by Invivo Sauvignon Blanc 2011,Viña Pomal,L31,72387745,,Eight Point by Invivo Sauvignon Blanc,2011,2011,2011,12,,560,http://www.tesco.com/wine/product/details/default.aspx?searchBox=072387745&id=274833453,,,,,,,,,,,,,Online,,,Invivo,New Zealand,Marlborough,Sauvignon Blanc,,,#N/A,10,,N,£10.00 ,£8.00 ,£6.80 ,£40.80 ,10,10,7.5,7.5,45,281,561,6,,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
Grupo Codorníu,Invivo Marlborough Sauvignon Blanc 2010,Viña Pomal,L31,72082685,,Invivo Marlborough Sauvignon Blanc,2010,2010,2010,3444,,340,http://www.tesco.com/wine/product/details/default.aspx?searchBox=072082685&id=274260531,,,,,,,,,,,,,Online & In store,,,Invivo,New Zealand,Marlborough,Sauvignon Blanc,,,2308249,13,,,£11.99 ,£10.00 ,£8.50 ,£102.00 ,11.99,11.99,8.9925,8.99,107.88,270,540,12,,,,,,,,,,,,,,,,,,,,,,,,#N/A,1,,
Grupo Codorníu,Codorníu 1551 Vintage Brut 2009,Codorníu,L32,68025691,,Codorníu 1551 Vintage Brut,2009,,2009,6606,699,1288,http://www.tesco.com/wine/product/details/default.aspx?searchBox=068025691&id=268775138,,,,,,,,,,,,,Online,,,Codorníu,Spain,D.O. Cava,Macabeo,Xarel.lo,Parellada,#N/A,14,Exclusive to Dot Com,N,£14.00 ,£7.00 ,£5.95 ,£35.70 ,14,14,7,7,42,488,929,6,,,,,,,,,,,,,,,,,,,,,,,,68025691,0,,j
Grupo Codorníu,Codorníu 1551 Vintage Rosado Brut 2009,Codorníu,L32,68025702,,Codorníu 1551 Vintage Rosado Brut,2009,,2009,7632,,1196,http://www.tesco.com/wine/product/details/default.aspx?searchBox=068025702&id=268775144,,,,,,,,,,,,,Online,,,Codorníu,Spain,D.O. Cava,Monastrell,Garnacha,,#N/A,14,Exclusive to Dot Com,N,£14.00 ,£7.00 ,£5.95 ,£35.70 ,14,14,7,7,42,588,1154,6,,,,,,,,,,,,,,,,,,,,,,,,68025702,0,,j
Grupo Codorníu,Codorníu Brut NV,Codorníu,L32,71376414,,Codorníu Cava Brut,0,,0,1452,4035,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=071376414&id=272853979,,,,,71376414,8.99,6.99,09/03/2012,10/02/2012,,,,Online & In store,,,Codorníu,Spain,D.O. Cava,Macabeo,Xarel.lo,Parellada,#N/A,8.99,,,£8.99 ,£6.99 ,£5.94 ,£35.65 ,8.99,8.99,5.2425,5.24,31.44,166,321,6,,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
Grupo Codorníu,Codorníu Rosado Brut NV,Codorníu,L32,72389576,,Codorníu Rosado Brut,0,,0,12,,552,http://www.tesco.com/wine/product/details/default.aspx?searchBox=072389576&id=274842655,,,,,,,,,,,,,Online,,,Codorníu,Spain,D.O. Cava,Monastrell,Garnacha,Trepat,#N/A,8.99,Exclusive to Dot Com,N,£8.99 ,£8.49 ,£7.22 ,£43.30 ,8.99,8.99,6.7425,6.74,40.44,0,10,6,,,,,,,,,,,,,,,,,,,,,,,,72389576,0,,
Grupo Codorníu,Codorníu Selección Raventós NV,Codorníu,L32,72618410,,Codorníu Selección Raventós ,0,0,0,12,,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=072618410&id=275304364,,,,,,,,,,,N/A,,N/A,,,Codorníu,Spain,D.O. Cava,Chardonnay,Xarel.lo,Macabeo,,,,N,£10.00 ,£8.00 ,£6.80 ,£40.80 ,10,10,7.5,7.5,45,1,11,6,,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
